Participant 1,bird,2.2750089168548584,True,biccycle,2.4582722187042236,False,chocolately,3.2040560245513916,True,banana,2.2422916889190674,True,husband,3.1467394828796387,True,octopus,4.209236145019531,True,librabry,3.059966802597046,False,adventure,2.745701313018799,True,landscpae,3.3598365783691406,False,chcoclately,5.6625144481658936,False,guitar,2.349209785461426,True,basket,1.9594271183013916,True,purple,2.052125930786133,True,rose,1.566943645477295,True,moon,1.4803831577301025,True,hand,2.0880677700042725,True,sand,1.751375675201416,True
Participant 2,bird,2.5634090900421143,True,bicycle,2.7248330116271973,True,chocolately,4.056553840637207,True,banana,2.461442708969116,True,husband,2.2152132987976074,True,octopus,2.400580883026123,True,library,4.406141757965088,True,adventure,2.470529317855835,True,landscape,3.00439453125,True,chocolately,3.5683541297912598,False,guitar,3.8559603691101074,True,basket,1.7874984741210938,True,purple,2.184729814529419,True,rose,1.9219658374786377,True,moon,1.4850411415100098,True,hand,1.2833073139190674,True,sand,1.2409532070159912,True
Participant 3,bird,8.548307657241821,True,bicycle,10.818190813064575,True,chocolately,8.672130346298218,True,banana,13.575839281082153,True,husband,6.73752236366272,True,octopus,5.861930847167969,True,library,5.845096826553345,True,adventure,7.033915042877197,True,landscape,8.810105800628662,True,chocolately,14.468916654586792,False,guitar,7.679681777954102,True,basket,8.784121751785278,True,purple,6.100491523742676,True,rose,15.779534101486206,True,moon,23.474350214004517,True,hand,5.743776798248291,True,sand,6.129296779632568,True
Participant 4,bird,4.886183500289917,True,bicycle,8.546860933303833,True,chicolately,7.858944892883301,False,bannana,6.471468687057495,False,hiusband,18.97554039955139,False,octupus,8.235279560089111,False,library,6.384130954742432,True,adventure,6.09677791595459,True,landscpe,19.14889645576477,False,chocolately,13.731874227523804,False,guitar,4.945971727371216,True,basket,5.510177135467529,True,purple,4.938024044036865,True,rose,3.6736912727355957,True,moon,3.392627000808716,True,hand,3.4620494842529297,True,sand,4.011993408203125,True
Participant 5,bird,4.58349347114563,True,bicycle,5.036721706390381,True,chocolately,6.773156642913818,True,bannaana,4.369436979293823,False,husband,6.612380027770996,True,octopus,7.794401168823242,True,library,7.939184904098511,True,adventure,10.707217693328857,True,landscpe,11.516825914382935,False,chocolately,6.194139242172241,False,guitar,7.463175058364868,True,basket,10.924688816070557,True,purple,4.623258352279663,True,rose,5.656492471694946,True,moon,4.84592080116272,True,hand,3.0788700580596924,True,sand,3.6460323333740234,True
Participant 6,bird,21.53507971763611,True,bicycle,4.9915711879730225,True,chocalatey,5.179262638092041,False,banana,2.7511682510375977,True,husband,4.145674228668213,True,ooctups,4.979446887969971,False,library,3.123779773712158,True,adventure,3.9072084426879883,True,landscape,3.7547857761383057,True,chocallaty,6.454162836074829,False,guitar,3.455400228500366,True,basket,5.938416957855225,True,purple,2.9689033031463623,True,rose,3.0954318046569824,True,moon,2.1884961128234863,True,hand,2.2728991508483887,True,sand,2.189911365509033,True
Participant 7,bird,18.760249853134155,True,bicycle,4.59148645401001,True,chocolately,9.273813486099243,True,banana,4.023685455322266,True,husband,3.0156772136688232,True,octopus,5.5776402950286865,True,library,4.102250337600708,True,adventure,6.112104654312134,True,landscape,3.523585081100464,True,chocolatey,7.3421361446380615,False,guitar,3.4726428985595703,True,basket,2.649980306625366,True,purple,4.236129999160767,True,rose,2.3148674964904785,True,moon,2.3039205074310303,True,hand,2.1582741737365723,True,sand,1.7672884464263916,True
Participant 8,bird,2.3531975746154785,True,bicycle,2.8720037937164307,True,chocolate,5.026470899581909,False,banana,2.557354211807251,True,husband,2.2632250785827637,True,octupas,3.2656774520874023,False,library,4.179791212081909,True,adventure,3.2162821292877197,True,landscape,3.2529354095458984,True,chocolatery,6.398819923400879,False,guitar,3.0796878337860107,True,basket,2.251328706741333,True,purple,2.910118579864502,True,rose,1.9321942329406738,True,moon,1.7392048835754395,True,hand,1.4840693473815918,True,sand,1.5144119262695312,True
Participant 9,bird,2.123007297515869,True,bicycle,2.4754133224487305,True,choclately,3.311800479888916,False,banana,3.0624682903289795,True,husband,2.242626428604126,True,octupas,4.359606027603149,False,libaray,4.580655574798584,False,adventure,3.2166740894317627,True,landscape,2.9432036876678467,True,chocolatery,3.5378365516662598,False,guitar,2.282698631286621,True,basket,2.303215265274048,True,purple,2.5044734477996826,True,rosse,1.929481029510498,False,moon,1.9747858047485352,True,hand,1.5739974975585938,True,sand,1.5618031024932861,True
Participant 10,bird,5.003618955612183,True,bicycle,4.421594858169556,True,chocolate,5.090941905975342,False,banana,4.4299304485321045,True,husband,4.194266080856323,True,octopus,4.318224668502808,True,library,3.4375476837158203,True,adventure,4.6655871868133545,True,landscape,3.854823350906372,True,chocolate,5.197336912155151,False,guitar,4.141070604324341,True,basket,3.6891183853149414,True,purple,3.178699016571045,True,rose,3.4622936248779297,True,moon,1.7745258808135986,True,hand,2.796764850616455,True,sand,2.815476417541504,True
