Participant 1,bird,6.638371944,TRUE,bicycle,4.894106627,TRUE,choclately,6.194934607,FALSE,banana,7.956917048,TRUE,husband,4.044748068,TRUE,octopus,7.606874466,TRUE,library,3.786227703,TRUE,adventure,4.854720592,TRUE,landscape,4.310507774,TRUE,choclately,8.261610031,FALSE,guitar,3.469575405,TRUE,basket,7.030725241,TRUE,purple,3.1423347,TRUE,rose,2.520056248,TRUE,moon,2.419075489,TRUE,hand,3.147351027,TRUE,sand,2.518171072,TRUE
Participant 2,bird,1.792113781,TRUE,bicycle,4.141654968,TRUE,chocalety,3.580685139,FALSE,banana,2.623269796,TRUE,husband,3.766288757,TRUE,octopus,2.261251688,TRUE,library,4.556440592,TRUE,adventure,3.075773954,TRUE,landscape,2.624947071,TRUE,chocolately,7.97247386,FALSE,guitar,4.618596077,TRUE,basket,1.96713829,TRUE,purple,4.076946974,TRUE,rose,2.29081893,TRUE,moon,1.584427834,TRUE,hand,1.350118399,TRUE,sand,1.882411242,TRUE
Participant 3,bird,1.787156582,TRUE,bicycle,2.656573296,TRUE,chocolately,8.064921618,TRUE,banana,2.203867912,TRUE,husband,4.374467134,TRUE,octopus,2.584662199,TRUE,library,4.582835674,TRUE,adventure,2.792738438,TRUE,landscape,2.489040852,TRUE,chocolateyl,3.986483097,FALSE,guitar,2.671086788,TRUE,basket,2.478303432,TRUE,purple,3.923003674,TRUE,rose,2.257622004,TRUE,moon,1.854181528,TRUE,hand,1.587273359,TRUE,snad,1.274887085,FALSE
Participant 4,bird,1.633457899,TRUE,bicycle,2.957746029,TRUE,chocolately,5.875973701,TRUE,banana,3.276658058,TRUE,husband,3.263351202,TRUE,octopus,2.971922636,TRUE,library,4.757055759,TRUE,adventure,2.890791893,TRUE,landscape,3.708316565,TRUE,chocolately,7.314852953,FALSE,guitar,2.20234251,TRUE,basket,2.300891638,TRUE,purple,2.281571388,TRUE,rose,1.468763828,TRUE,moon,1.506625891,TRUE,hand,1.357279301,TRUE,snad,0.916871786,FALSE
Participant 5,bird,4.718095541,TRUE,bycycle,4.203317642,FALSE,chocolate,5.539563417,FALSE,banana,5.079940557,TRUE,husband,4.936728477,TRUE,octopus,7.892158508,TRUE,lybrary,7.040301561,FALSE,adventure,8.730962515,TRUE,landscape,7.764259338,TRUE,chocolate,7.249222755,FALSE,guitar,5.837993622,TRUE,basket,4.97577858,TRUE,purple,4.674641609,TRUE,rose,3.322407722,TRUE,moon,4.794311762,TRUE,hand,4.600062132,TRUE,sand,2.9222157,TRUE
Participant 6,bird,3.980035543,TRUE,bicycle,7.55943346,TRUE,chocolatey,11.70783162,FALSE,banana,3.248904943,TRUE,husband,3.518686533,TRUE,octopus,5.902697325,TRUE,library,15.67753625,TRUE,adventure,4.725167274,TRUE,landscape,7.119338274,TRUE,chocolatey,6.4352808,FALSE,guitar,7.959595919,TRUE,basket,3.31681633,TRUE,purple,3.289715052,TRUE,rose,3.729860067,TRUE,moon,2.107848406,TRUE,hand,2.50227499,TRUE,sand,3.535589457,TRUE
Participant 7,bird,3.683919668,TRUE,bicycle,5.439866066,TRUE,chocolatey,7.154788,FALSE,banana,2.966966391,TRUE,husband,2.958632231,TRUE,octopus,3.842133045,TRUE,library,3.137895823,TRUE,adventure,5.528084993,TRUE,landscape,9.563783646,TRUE,chocolately,6.898668766,FALSE,guitar,3.312500954,TRUE,basket,2.871849537,TRUE,purple,3.166184425,TRUE,rose,2.646241903,TRUE,moon,1.976692677,TRUE,hand,2.304620504,TRUE,sand,1.738380671,TRUE
Participant 8,bird,2.8976964950561523,True,bicycle,3.9902279376983643,True,chocolatealy,7.189116716384888,False,banana,3.966212272644043,True,husband,3.2285962104797363,True,octo[us,5.633184909820557,False,library,6.456673622131348,True,adventure,3.9874839782714844,True,landscape,5.858628511428833,True,chocolatly,5.738698720932007,False,guitar,4.479468584060669,True,basket,4.348337888717651,True,purple,3.2420148849487305,True,rose,4.3125128746032715,True,moon,2.333157539367676,True,hand,2.310312509536743,True,sand,2.2405264377593994,True
Participant 9,bird,6.930563926696777,True,bicycle,5.0204668045043945,True,chocalately,6.954933166503906,False,banana,4.5436177253723145,True,husband,4.22761082649231,True,occtopus,6.581752061843872,False,libarary,3.723431348800659,False,adventaure,6.816287279129028,False,landscape,5.615359306335449,True,chocalatey,6.528675079345703,False,guitar,10.535715579986572,True,basket,10.528138160705566,True,purple,3.7005600929260254,True,rose,3.9109795093536377,True,moon,3.257225751876831,True,hand,3.210707426071167,True,sand,3.1420023441314697,True
Participant 10,bird,3.7891013622283936,True,bicycle,4.915486097335815,True,chioclate,4.098685264587402,False,banana,2.892585039138794,True,husband,3.048344850540161,True,octopus,7.195556640625,True,libarary,3.4443533420562744,False,adventure,4.825924873352051,True,landscape,4.192480802536011,True,chocalatey,5.2465126514434814,False,guitar,4.42145037651062,True,basket,5.133450984954834,True,purple,3.1031336784362793,True,rose,2.7242023944854736,True,moon,2.492820978164673,True,hand,4.621239185333252,True,sand,2.177901029586792,True
